state,district,pincode,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_enrollment,total_demographic,total_biometric,total_demo,total_bio,child_ratio,teen_ratio,adult_ratio,bio_demo_ratio
Orissa,Ganjam,760006,3,0,0,5,20,85,159,3,25,244,25,244,0.75,0.0,0.0,9.384615384615385
Orissa,Ganjam,760007,4,3,0,0,20,53,134,7,20,187,20,187,0.5,0.375,0.0,8.904761904761905
Orissa,Ganjam,760008,2,0,0,0,11,1,7,2,11,8,11,8,0.6666666666666666,0.0,0.0,0.6666666666666666
Orissa,Ganjam,760009,1,0,0,0,25,6,5,1,25,11,25,11,0.5,0.0,0.0,0.4230769230769231
Orissa,Ganjam,760010,2,1,0,0,13,2,17,3,13,19,13,19,0.5,0.25,0.0,1.3571428571428572
Orissa,Ganjam,761001,8,5,0,3,50,106,518,13,53,624,53,624,0.5714285714285714,0.35714285714285715,0.0,11.555555555555555
Orissa,Ganjam,761002,4,2,0,4,55,51,184,6,59,235,59,235,0.5714285714285714,0.2857142857142857,0.0,3.9166666666666665
Orissa,Ganjam,761003,1,0,0,3,23,19,67,1,26,86,26,86,0.5,0.0,0.0,3.185185185185185
Orissa,Ganjam,761008,3,0,0,2,12,5,10,3,14,15,14,15,0.75,0.0,0.0,1.0
Orissa,Ganjam,761009,1,0,0,1,7,0,3,1,8,3,8,3,0.5,0.0,0.0,0.3333333333333333
Orissa,Ganjam,761018,2,0,0,0,4,0,2,2,4,2,4,2,0.6666666666666666,0.0,0.0,0.4
Orissa,Ganjam,761020,25,4,0,11,71,168,732,29,82,900,82,900,0.8333333333333334,0.13333333333333333,0.0,10.843373493975903
Orissa,Ganjam,761026,9,1,0,2,65,134,363,10,67,497,67,497,0.8181818181818182,0.09090909090909091,0.0,7.3088235294117645
Orissa,Ganjam,761027,1,0,0,0,4,1,4,1,4,5,4,5,0.5,0.0,0.0,1.0
Orissa,Ganjam,761041,2,0,0,0,7,2,11,2,7,13,7,13,0.6666666666666666,0.0,0.0,1.625
Orissa,Ganjam,761045,3,2,0,3,9,10,23,5,12,33,12,33,0.5,0.3333333333333333,0.0,2.5384615384615383
Orissa,Ganjam,761054,1,0,0,0,4,0,1,1,4,1,4,1,0.5,0.0,0.0,0.2
Orissa,Ganjam,761100,2,0,0,3,15,0,5,2,18,5,18,5,0.6666666666666666,0.0,0.0,0.2631578947368421
Orissa,Ganjam,761102,1,0,0,0,1,0,1,1,1,1,1,1,0.5,0.0,0.0,0.5
Orissa,Ganjam,761104,8,0,0,2,27,2,10,8,29,12,29,12,0.8888888888888888,0.0,0.0,0.4
Orissa,Ganjam,761105,1,0,0,0,4,0,10,1,4,10,4,10,0.5,0.0,0.0,2.0
Orissa,Ganjam,761110,0,1,0,0,3,0,3,1,3,3,3,3,0.0,0.5,0.0,0.75
Orissa,Ganjam,761111,3,1,0,2,43,65,347,4,45,412,45,412,0.6,0.2,0.0,8.956521739130435
Orissa,Ganjam,761116,3,0,0,2,18,6,14,3,20,20,20,20,0.75,0.0,0.0,0.9523809523809523
Orissa,Ganjam,761118,2,1,0,0,14,14,41,3,14,55,14,55,0.5,0.25,0.0,3.6666666666666665
Orissa,Jagatsinghapur,754104,8,0,0,0,9,4,18,8,9,22,9,22,0.8888888888888888,0.0,0.0,2.2
Orissa,Jajapur,754292,1,0,0,0,1,0,1,1,1,1,1,1,0.5,0.0,0.0,0.5
Orissa,Jajapur,755005,4,1,0,3,12,3,15,5,15,18,15,18,0.6666666666666666,0.16666666666666666,0.0,1.125
Orissa,Jajapur,755007,3,1,0,0,7,1,10,4,7,11,7,11,0.6,0.2,0.0,1.375
Orissa,Jajapur,755008,6,1,0,3,16,78,225,7,19,303,19,303,0.75,0.125,0.0,15.15
Orissa,Jajapur,755009,2,0,0,0,3,0,2,2,3,2,3,2,0.6666666666666666,0.0,0.0,0.5
Orissa,Jajapur,755022,1,0,0,0,1,0,2,1,1,2,1,2,0.5,0.0,0.0,1.0
Orissa,Jajapur,755023,2,0,0,0,2,0,2,2,2,2,2,2,0.6666666666666666,0.0,0.0,0.6666666666666666
Orissa,Jajapur,755025,1,0,0,0,2,0,2,1,2,2,2,2,0.5,0.0,0.0,0.6666666666666666
Orissa,Jajapur,755028,1,0,0,0,1,0,1,1,1,1,1,1,0.5,0.0,0.0,0.5
Orissa,Jajapur,755043,4,2,0,1,8,14,38,6,9,52,9,52,0.5714285714285714,0.2857142857142857,0.0,5.2
Orissa,Jajapur,755050,2,1,0,1,3,0,1,3,4,1,4,1,0.5,0.25,0.0,0.2
Orissa,Jharsuguda,768201,9,0,0,2,9,3,8,9,11,11,11,11,0.9,0.0,0.0,0.9166666666666666
Orissa,Jharsuguda,768202,2,0,0,1,1,1,1,2,2,2,2,2,0.6666666666666666,0.0,0.0,0.6666666666666666
Orissa,Jharsuguda,768204,1,0,0,0,2,0,1,1,2,1,2,1,0.5,0.0,0.0,0.3333333333333333
Orissa,Kandhamal,762002,2,0,0,0,2,0,5,2,2,5,2,5,0.6666666666666666,0.0,0.0,1.6666666666666667
Orissa,Kandhamal,762010,0,1,0,0,9,2,6,1,9,8,9,8,0.0,0.5,0.0,0.8
Orissa,Kandhamal,762011,1,0,0,0,4,4,3,1,4,7,4,7,0.5,0.0,0.0,1.4
Orissa,Kandhamal,762027,2,0,0,0,3,0,1,2,3,1,3,1,0.6666666666666666,0.0,0.0,0.25
Orissa,Kandhamal,762100,1,0,0,0,5,0,10,1,5,10,5,10,0.5,0.0,0.0,1.6666666666666667
Orissa,Kandhamal,762101,1,0,0,0,5,0,7,1,5,7,5,7,0.5,0.0,0.0,1.1666666666666667
Orissa,Kandhamal,762104,1,0,0,0,4,0,7,1,4,7,4,7,0.5,0.0,0.0,1.4
Orissa,Kandhamal,762106,1,0,0,0,2,0,1,1,2,1,2,1,0.5,0.0,0.0,0.3333333333333333
Orissa,Kandhamal,762112,1,0,0,1,4,1,2,1,5,3,5,3,0.5,0.0,0.0,0.5
Orissa,Kendrapara,754211,1,0,0,0,1,0,1,1,1,1,1,1,0.5,0.0,0.0,0.5
Orissa,Kendrapara,754215,4,1,0,2,26,1,22,5,28,23,28,23,0.6666666666666666,0.16666666666666666,0.0,0.7931034482758621
Orissa,Kendrapara,754219,2,0,0,1,14,1,16,2,15,17,15,17,0.6666666666666666,0.0,0.0,1.0625
Orissa,Kendrapara,754220,2,0,0,1,1,1,1,2,2,2,2,2,0.6666666666666666,0.0,0.0,0.6666666666666666
Orissa,Kendrapara,754231,1,0,0,0,1,0,3,1,1,3,1,3,0.5,0.0,0.0,1.5
Orissa,Kendujhar,758001,5,0,0,1,42,16,65,5,43,81,43,81,0.8333333333333334,0.0,0.0,1.8409090909090908
Orissa,Kendujhar,758002,4,0,0,0,8,1,5,4,8,6,8,6,0.8,0.0,0.0,0.6666666666666666
Orissa,Kendujhar,758014,1,0,0,0,6,1,3,1,6,4,6,4,0.5,0.0,0.0,0.5714285714285714
Orissa,Kendujhar,758022,1,0,0,0,1,0,5,1,1,5,1,5,0.5,0.0,0.0,2.5
Orissa,Kendujhar,758023,1,0,0,0,1,0,1,1,1,1,1,1,0.5,0.0,0.0,0.5
Orissa,Kendujhar,758079,1,0,0,0,2,0,1,1,2,1,2,1,0.5,0.0,0.0,0.3333333333333333
Orissa,Khordha,751001,4,2,0,1,22,79,372,6,23,451,23,451,0.5714285714285714,0.2857142857142857,0.0,18.791666666666668
Orissa,Khordha,751002,10,5,0,6,70,102,1084,15,76,1186,76,1186,0.625,0.3125,0.0,15.402597402597403
Orissa,Khordha,751003,10,4,0,6,53,105,753,14,59,858,59,858,0.6666666666666666,0.26666666666666666,0.0,14.3
Orissa,Khordha,751004,1,1,0,0,2,0,4,2,2,4,2,4,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333
Orissa,Khordha,751006,7,1,0,1,31,88,569,8,32,657,32,657,0.7777777777777778,0.1111111111111111,0.0,19.90909090909091
Orissa,Khordha,751007,4,0,0,2,24,17,150,4,26,167,26,167,0.8,0.0,0.0,6.185185185185185
Orissa,Khordha,751009,4,1,0,1,9,43,106,5,10,149,10,149,0.6666666666666666,0.16666666666666666,0.0,13.545454545454545
Orissa,Khordha,751010,6,1,0,1,14,14,109,7,15,123,15,123,0.75,0.125,0.0,7.6875
Orissa,Khordha,751012,8,1,0,2,19,26,213,9,21,239,21,239,0.8,0.1,0.0,10.863636363636363
Orissa,Khordha,751013,9,1,0,1,28,37,239,10,29,276,29,276,0.8181818181818182,0.09090909090909091,0.0,9.2
Orissa,Khordha,751014,3,0,0,0,7,0,13,3,7,13,7,13,0.75,0.0,0.0,1.625
Orissa,Khordha,751015,5,3,0,0,14,4,27,8,14,31,14,31,0.5555555555555556,0.3333333333333333,0.0,2.066666666666667
Orissa,Khordha,751016,3,0,0,0,4,18,101,3,4,119,4,119,0.75,0.0,0.0,23.8
Orissa,Khordha,751017,8,0,0,1,7,62,256,8,8,318,8,318,0.8888888888888888,0.0,0.0,35.333333333333336
Orissa,Khordha,751018,8,0,0,0,15,2,26,8,15,28,15,28,0.8888888888888888,0.0,0.0,1.75
Orissa,Khordha,751019,5,2,0,3,37,114,1084,7,40,1198,40,1198,0.625,0.25,0.0,29.21951219512195
Orissa,Khordha,751020,4,0,0,0,9,3,14,4,9,17,9,17,0.8,0.0,0.0,1.7
Orissa,Khordha,751021,3,2,0,1,11,29,188,5,12,217,12,217,0.5,0.3333333333333333,0.0,16.692307692307693
Orissa,Khordha,751022,4,0,0,0,9,2,13,4,9,15,9,15,0.8,0.0,0.0,1.5
Orissa,Khordha,751023,2,0,0,0,6,0,5,2,6,5,6,5,0.6666666666666666,0.0,0.0,0.7142857142857143
Orissa,Khordha,751024,10,1,0,1,16,65,555,11,17,620,17,620,0.8333333333333334,0.08333333333333333,0.0,34.44444444444444
Orissa,Khordha,751025,0,1,0,1,2,1,6,1,3,7,3,7,0.0,0.5,0.0,1.75
Orissa,Khordha,751030,11,2,0,0,11,1,35,13,11,36,11,36,0.7857142857142857,0.14285714285714285,0.0,3.0
Orissa,Khordha,752027,1,0,0,0,6,2,7,1,6,9,6,9,0.5,0.0,0.0,1.2857142857142858
Orissa,Khordha,752034,5,0,0,0,33,46,251,5,33,297,33,297,0.8333333333333334,0.0,0.0,8.735294117647058
Orissa,Khordha,752050,5,1,0,0,43,2,32,6,43,34,43,34,0.7142857142857143,0.14285714285714285,0.0,0.7727272727272727
Orissa,Khordha,752054,19,2,0,2,51,46,420,21,53,466,53,466,0.8636363636363636,0.09090909090909091,0.0,8.62962962962963
Orissa,Khordha,752055,6,0,0,0,14,22,46,6,14,68,14,68,0.8571428571428571,0.0,0.0,4.533333333333333
Orissa,Khordha,752056,1,1,0,0,4,1,8,2,4,9,4,9,0.3333333333333333,0.3333333333333333,0.0,1.8
Orissa,Khordha,752066,1,1,0,0,2,2,12,2,2,14,2,14,0.3333333333333333,0.3333333333333333,0.0,4.666666666666667
Orissa,Khordha,752100,22,3,0,1,28,13,90,25,29,103,29,103,0.8461538461538461,0.11538461538461539,0.0,3.433333333333333
Orissa,Khordha,752101,10,2,0,0,8,42,181,12,8,223,8,223,0.7692307692307693,0.15384615384615385,0.0,24.77777777777778
Orissa,Khordha,752102,16,2,0,3,39,31,171,18,42,202,42,202,0.8421052631578947,0.10526315789473684,0.0,4.6976744186046515
Orissa,Khordha,752103,4,2,0,1,13,2,27,6,14,29,14,29,0.5714285714285714,0.2857142857142857,0.0,1.9333333333333333
Orissa,Khordha,752106,2,2,0,0,1,4,9,4,1,13,1,13,0.4,0.4,0.0,6.5
Orissa,Khordha,752115,2,0,0,1,2,0,2,2,3,2,3,2,0.6666666666666666,0.0,0.0,0.5
Orissa,Khordha,754001,3,0,0,0,6,3,10,3,6,13,6,13,0.75,0.0,0.0,1.8571428571428572
Orissa,Khordha,754005,5,2,0,2,24,83,355,7,26,438,26,438,0.625,0.25,0.0,16.22222222222222
Orissa,Koraput,764001,5,0,0,0,26,0,8,5,26,8,26,8,0.8333333333333334,0.0,0.0,0.2962962962962963
Orissa,Koraput,764002,1,2,0,0,9,2,10,3,9,12,9,12,0.25,0.5,0.0,1.2
Orissa,Koraput,764003,3,0,0,1,25,0,8,3,26,8,26,8,0.75,0.0,0.0,0.2962962962962963
Orissa,Koraput,764005,5,0,0,1,23,6,13,5,24,19,24,19,0.8333333333333334,0.0,0.0,0.76
Orissa,Koraput,764006,2,2,0,0,8,1,2,4,8,3,8,3,0.4,0.4,0.0,0.3333333333333333
Orissa,Koraput,764011,1,2,0,1,6,9,8,3,7,17,7,17,0.25,0.5,0.0,2.125
Orissa,Koraput,764020,1,0,0,1,17,8,15,1,18,23,18,23,0.5,0.0,0.0,1.2105263157894737
Orissa,Koraput,764021,0,1,0,0,8,2,3,1,8,5,8,5,0.0,0.5,0.0,0.5555555555555556
Orissa,Koraput,764039,1,0,0,0,3,0,10,1,3,10,3,10,0.5,0.0,0.0,2.5
Orissa,Koraput,764055,5,1,0,0,4,1,4,6,4,5,4,5,0.7142857142857143,0.14285714285714285,0.0,1.0
Orissa,Koraput,764056,11,1,0,2,33,95,390,12,35,485,35,485,0.8461538461538461,0.07692307692307693,0.0,13.472222222222221
Orissa,Koraput,764057,1,7,0,1,4,31,111,8,5,142,5,142,0.1111111111111111,0.7777777777777778,0.0,23.666666666666668
Orissa,Koraput,764063,3,0,0,0,17,7,32,3,17,39,17,39,0.75,0.0,0.0,2.1666666666666665
Orissa,Malkangiri,764045,5,1,0,1,15,18,40,6,16,58,16,58,0.7142857142857143,0.14285714285714285,0.0,3.411764705882353
Orissa,Malkangiri,764046,7,3,0,1,16,3,23,10,17,26,17,26,0.6363636363636364,0.2727272727272727,0.0,1.4444444444444444
Orissa,Malkangiri,764048,2,0,0,0,1,0,2,2,1,2,1,2,0.6666666666666666,0.0,0.0,1.0
Orissa,Mayurbhanj,757037,2,0,0,0,1,0,2,2,1,2,1,2,0.6666666666666666,0.0,0.0,1.0
Orissa,Nayagarh,752026,1,0,0,0,7,18,48,1,7,66,7,66,0.5,0.0,0.0,8.25
Orissa,Nayagarh,752063,1,0,0,0,1,0,1,1,1,1,1,1,0.5,0.0,0.0,0.5
Orissa,Nayagarh,752068,4,0,0,1,11,21,56,4,12,77,12,77,0.8,0.0,0.0,5.923076923076923
Orissa,Nayagarh,752070,3,2,0,7,21,41,125,5,28,166,28,166,0.5,0.3333333333333333,0.0,5.724137931034483
Orissa,Nayagarh,752077,2,1,0,0,10,15,43,3,10,58,10,58,0.5,0.25,0.0,5.2727272727272725
Orissa,Nayagarh,752078,3,1,0,0,10,1,3,4,10,4,10,4,0.6,0.2,0.0,0.36363636363636365
Orissa,Nayagarh,752079,1,0,0,1,11,10,14,1,12,24,12,24,0.5,0.0,0.0,1.8461538461538463
Orissa,Nayagarh,752080,1,0,0,0,3,4,6,1,3,10,3,10,0.5,0.0,0.0,2.5
Orissa,Nayagarh,752081,2,1,0,1,4,29,11,3,5,40,5,40,0.5,0.25,0.0,6.666666666666667
Orissa,Nayagarh,752090,2,1,0,1,4,6,5,3,5,11,5,11,0.5,0.25,0.0,1.8333333333333333
Orissa,Nayagarh,752092,6,1,0,0,7,25,23,7,7,48,7,48,0.75,0.125,0.0,6.0
Orissa,Nayagarh,752094,1,0,0,1,6,3,10,1,7,13,7,13,0.5,0.0,0.0,1.625
Orissa,Puri,751002,1,0,0,0,4,0,4,1,4,4,4,4,0.5,0.0,0.0,0.8
Orissa,Puri,752002,3,1,0,2,23,68,266,4,25,334,25,334,0.6,0.2,0.0,12.846153846153847
Orissa,Puri,752011,1,1,0,2,4,3,0,2,6,3,6,3,0.3333333333333333,0.3333333333333333,0.0,0.42857142857142855
Orissa,Puri,752012,2,0,0,0,2,0,2,2,2,2,2,2,0.6666666666666666,0.0,0.0,0.6666666666666666
Orissa,Puri,752014,9,4,0,5,80,112,530,13,85,642,85,642,0.6428571428571429,0.2857142857142857,0.0,7.465116279069767
Orissa,Puri,752015,2,0,0,0,7,2,9,2,7,11,7,11,0.6666666666666666,0.0,0.0,1.375
Orissa,Puri,752016,4,0,0,2,28,37,113,4,30,150,30,150,0.8,0.0,0.0,4.838709677419355
Orissa,Puri,752045,1,0,0,2,9,3,8,1,11,11,11,11,0.5,0.0,0.0,0.9166666666666666
Orissa,Puri,752046,4,0,0,0,27,9,18,4,27,27,27,27,0.8,0.0,0.0,0.9642857142857143
Orissa,Puri,752104,1,0,0,1,4,50,150,1,5,200,5,200,0.5,0.0,0.0,33.333333333333336
Orissa,Puri,752105,2,1,0,2,11,33,49,3,13,82,13,82,0.5,0.25,0.0,5.857142857142857
Orissa,Puri,752106,5,2,0,0,31,70,288,7,31,358,31,358,0.625,0.25,0.0,11.1875
Orissa,Puri,752107,0,1,0,0,7,0,11,1,7,11,7,11,0.0,0.5,0.0,1.375
Orissa,Puri,752108,1,0,0,3,6,20,21,1,9,41,9,41,0.5,0.0,0.0,4.1
Orissa,Puri,752109,6,2,0,0,16,4,9,8,16,13,16,13,0.6666666666666666,0.2222222222222222,0.0,0.7647058823529411
Orissa,Puri,752110,5,1,0,2,20,27,80,6,22,107,22,107,0.7142857142857143,0.14285714285714285,0.0,4.6521739130434785
Orissa,Puri,752111,6,2,0,2,13,15,23,8,15,38,15,38,0.6666666666666666,0.2222222222222222,0.0,2.375
Orissa,Puri,752113,1,0,0,0,4,0,7,1,4,7,4,7,0.5,0.0,0.0,1.4
Orissa,Puri,752114,3,0,0,0,9,20,21,3,9,41,9,41,0.75,0.0,0.0,4.1
Orissa,Puri,752116,3,0,0,0,3,3,2,3,3,5,3,5,0.75,0.0,0.0,1.25
Orissa,Puri,752119,2,1,0,0,5,3,8,3,5,11,5,11,0.5,0.25,0.0,1.8333333333333333
Orissa,Rayagada,765001,9,3,0,0,49,15,175,12,49,190,49,190,0.6923076923076923,0.23076923076923078,0.0,3.8
Orissa,Rayagada,765002,4,0,0,1,15,1,6,4,16,7,16,7,0.8,0.0,0.0,0.4117647058823529
Orissa,Rayagada,765017,52,6,0,9,73,85,677,58,82,762,82,762,0.8813559322033898,0.1016949152542373,0.0,9.180722891566266
Orissa,Rayagada,765018,12,3,0,0,6,4,9,15,6,13,6,13,0.75,0.1875,0.0,1.8571428571428572
Orissa,Sambalpur,768001,0,1,0,1,10,2,5,1,11,7,11,7,0.0,0.5,0.0,0.5833333333333334
Orissa,Sambalpur,768003,1,0,0,1,10,0,2,1,11,2,11,2,0.5,0.0,0.0,0.16666666666666666
Orissa,Sambalpur,768004,1,0,0,0,2,0,3,1,2,3,2,3,0.5,0.0,0.0,1.0
Orissa,Sambalpur,768017,1,0,0,0,6,1,3,1,6,4,6,4,0.5,0.0,0.0,0.5714285714285714
Orissa,Sambalpur,768026,1,0,0,0,12,0,3,1,12,3,12,3,0.5,0.0,0.0,0.23076923076923078
Orissa,Sambalpur,768113,2,0,0,0,2,0,3,2,2,3,2,3,0.6666666666666666,0.0,0.0,1.0
Orissa,Sonapur,767017,8,0,0,2,21,2,8,8,23,10,23,10,0.8888888888888888,0.0,0.0,0.4166666666666667
Orissa,Subarnapur,767017,2,0,0,0,6,4,5,2,6,9,6,9,0.6666666666666666,0.0,0.0,1.2857142857142858
Orissa,Sundargarh,769001,5,0,0,1,12,37,204,5,13,241,13,241,0.8333333333333334,0.0,0.0,17.214285714285715
Orissa,Sundargarh,769002,1,0,0,0,3,0,11,1,3,11,3,11,0.5,0.0,0.0,2.75
Orissa,Sundargarh,769003,3,0,0,0,7,1,7,3,7,8,7,8,0.75,0.0,0.0,1.0
Orissa,Sundargarh,769004,4,0,0,0,8,25,99,4,8,124,8,124,0.8,0.0,0.0,13.777777777777779
Orissa,Sundargarh,769005,0,1,0,0,1,0,5,1,1,5,1,5,0.0,0.5,0.0,2.5
Orissa,Sundargarh,769007,2,1,0,0,2,2,4,3,2,6,2,6,0.5,0.25,0.0,2.0
Orissa,Sundargarh,769008,1,0,0,0,1,4,9,1,1,13,1,13,0.5,0.0,0.0,6.5
Orissa,Sundargarh,769009,0,2,0,0,2,0,2,2,2,2,2,2,0.0,0.6666666666666666,0.0,0.6666666666666666
Orissa,Sundargarh,769012,2,0,0,0,4,3,29,2,4,32,4,32,0.6666666666666666,0.0,0.0,6.4
Orissa,Sundargarh,769013,1,0,0,0,6,0,6,1,6,6,6,6,0.5,0.0,0.0,0.8571428571428571
Orissa,Sundargarh,769014,2,0,0,0,3,0,9,2,3,9,3,9,0.6666666666666666,0.0,0.0,2.25
Orissa,Sundargarh,769015,4,2,0,0,8,2,13,6,8,15,8,15,0.5714285714285714,0.2857142857142857,0.0,1.6666666666666667
Orissa,Sundargarh,769016,2,0,0,0,2,0,4,2,2,4,2,4,0.6666666666666666,0.0,0.0,1.3333333333333333
Orissa,Sundargarh,769042,2,1,0,0,1,0,3,3,1,3,1,3,0.5,0.25,0.0,1.5
Orissa,Sundargarh,770001,1,1,0,0,5,0,1,2,5,1,5,1,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666
Orissa,Sundargarh,770020,1,0,0,0,4,0,3,1,4,3,4,3,0.5,0.0,0.0,0.6
Orissa,Sundargarh,770032,2,0,0,0,3,0,8,2,3,8,3,8,0.6666666666666666,0.0,0.0,2.0
Orissa,Sundargarh,770033,3,0,0,1,18,2,6,3,19,8,19,8,0.75,0.0,0.0,0.4
Pondicherry,Karaikal,609601,6,0,0,0,17,0,123,6,17,123,17,123,0.8571428571428571,0.0,0.0,6.833333333333333
Pondicherry,Karaikal,609602,12,1,0,3,45,28,311,13,48,339,48,339,0.8571428571428571,0.07142857142857142,0.0,6.918367346938775
Pondicherry,Karaikal,609603,7,1,0,0,36,3,34,8,36,37,36,37,0.7777777777777778,0.1111111111111111,0.0,1.0
Pondicherry,Karaikal,609604,4,0,0,0,14,6,96,4,14,102,14,102,0.8,0.0,0.0,6.8
Pondicherry,Karaikal,609605,5,0,0,0,23,4,63,5,23,67,23,67,0.8333333333333334,0.0,0.0,2.7916666666666665
Pondicherry,Karaikal,609606,1,0,0,1,9,5,55,1,10,60,10,60,0.5,0.0,0.0,5.454545454545454
Pondicherry,Karaikal,609607,9,1,0,0,16,8,173,10,16,181,16,181,0.8181818181818182,0.09090909090909091,0.0,10.647058823529411
Pondicherry,Karaikal,609609,7,2,0,1,19,4,44,9,20,48,20,48,0.7,0.2,0.0,2.2857142857142856
Pondicherry,Pondicherry,533464,3,0,0,0,10,1,16,3,10,17,10,17,0.75,0.0,0.0,1.5454545454545454
Pondicherry,Pondicherry,605001,13,1,0,8,99,170,788,14,107,958,107,958,0.8666666666666667,0.06666666666666667,0.0,8.87037037037037
Pondicherry,Pondicherry,605003,14,0,0,7,44,159,844,14,51,1003,51,1003,0.9333333333333333,0.0,0.0,19.28846153846154
Pondicherry,Pondicherry,605004,23,1,0,9,67,190,1089,24,76,1279,76,1279,0.92,0.04,0.0,16.61038961038961
Pondicherry,Pondicherry,605005,6,2,0,2,23,101,306,8,25,407,25,407,0.6666666666666666,0.2222222222222222,0.0,15.653846153846153
Pondicherry,Pondicherry,605006,1,0,0,0,10,2,16,1,10,18,10,18,0.5,0.0,0.0,1.6363636363636365
Pondicherry,Pondicherry,605007,28,3,0,6,81,255,1232,31,87,1487,87,1487,0.875,0.09375,0.0,16.897727272727273
Pondicherry,Pondicherry,605008,22,3,0,10,115,301,1079,25,125,1380,125,1380,0.8461538461538461,0.11538461538461539,0.0,10.952380952380953
Pondicherry,Pondicherry,605009,40,2,0,15,88,324,785,42,103,1109,103,1109,0.9302325581395349,0.046511627906976744,0.0,10.663461538461538
Pondicherry,Pondicherry,605010,7,0,0,6,33,124,529,7,39,653,39,653,0.875,0.0,0.0,16.325
Pondicherry,Pondicherry,605011,4,0,0,7,31,47,114,4,38,161,38,161,0.8,0.0,0.0,4.128205128205129
Pondicherry,Pondicherry,605012,3,0,0,2,12,19,86,3,14,105,14,105,0.75,0.0,0.0,7.0
Pondicherry,Pondicherry,605013,14,1,0,0,51,146,439,15,51,585,51,585,0.875,0.0625,0.0,11.25
Pondicherry,Pondicherry,605014,10,0,0,1,13,57,272,10,14,329,14,329,0.9090909090909091,0.0,0.0,21.933333333333334
Pondicherry,Pondicherry,605102,14,1,0,1,19,38,116,15,20,154,20,154,0.875,0.0625,0.0,7.333333333333333
Pondicherry,Pondicherry,605105,3,0,0,1,10,10,20,3,11,30,11,30,0.75,0.0,0.0,2.5
Pondicherry,Pondicherry,605106,15,3,0,6,34,141,455,18,40,596,40,596,0.7894736842105263,0.15789473684210525,0.0,14.536585365853659
Pondicherry,Pondicherry,605107,22,1,0,0,34,55,304,23,34,359,34,359,0.9166666666666666,0.041666666666666664,0.0,10.257142857142858
Pondicherry,Pondicherry,605110,53,5,0,11,111,346,1343,58,122,1689,122,1689,0.8983050847457628,0.0847457627118644,0.0,13.731707317073171
Pondicherry,Pondicherry,605111,1,0,0,1,14,5,34,1,15,39,15,39,0.5,0.0,0.0,2.4375
Pondicherry,Pondicherry,605501,8,1,0,4,27,104,426,9,31,530,31,530,0.8,0.1,0.0,16.5625
Pondicherry,Pondicherry,605502,15,1,0,2,46,118,561,16,48,679,48,679,0.8823529411764706,0.058823529411764705,0.0,13.857142857142858
Pondicherry,Pondicherry,607402,24,1,0,5,60,240,1717,25,65,1957,65,1957,0.9230769230769231,0.038461538461538464,0.0,29.651515151515152
Pondicherry,Pondicherry,673310,13,3,0,1,37,37,134,16,38,171,38,171,0.7647058823529411,0.17647058823529413,0.0,4.384615384615385
Pondicherry,Yanam,533464,5,2,0,1,54,3,38,7,55,41,55,41,0.625,0.25,0.0,0.7321428571428571
Puducherry,Karaikal,609601,8,2,0,16,31,225,353,10,47,578,47,578,0.7272727272727273,0.18181818181818182,0.0,12.041666666666666
Puducherry,Karaikal,609602,41,2,1,123,457,967,1711,44,580,2678,580,2678,0.9111111111111111,0.044444444444444446,0.022222222222222223,4.6092943201376935
Puducherry,Karaikal,609603,7,2,0,10,26,278,295,9,36,573,36,573,0.7,0.2,0.0,15.486486486486486
Puducherry,Karaikal,609604,9,1,1,50,96,353,582,11,146,935,146,935,0.75,0.08333333333333333,0.08333333333333333,6.360544217687075
Puducherry,Karaikal,609605,12,3,0,42,69,302,443,15,111,745,111,745,0.75,0.1875,0.0,6.651785714285714
Puducherry,Karaikal,609606,9,1,0,12,48,327,644,10,60,971,60,971,0.8181818181818182,0.09090909090909091,0.0,15.918032786885245
Puducherry,Karaikal,609607,9,0,0,59,139,461,538,9,198,999,198,999,0.9,0.0,0.0,5.0201005025125625
Puducherry,Karaikal,609609,14,3,0,36,93,579,1144,17,129,1723,129,1723,0.7777777777777778,0.16666666666666666,0.0,13.253846153846155
Puducherry,Puducherry,533464,17,3,0,19,157,744,317,20,176,1061,176,1061,0.8095238095238095,0.14285714285714285,0.0,5.994350282485875
Puducherry,Puducherry,605001,15,2,5,44,424,445,473,22,468,918,468,918,0.6521739130434783,0.08695652173913043,0.21739130434782608,1.9573560767590619
Puducherry,Puducherry,605003,9,1,1,43,321,385,502,11,364,887,364,887,0.75,0.08333333333333333,0.08333333333333333,2.43013698630137
Puducherry,Puducherry,605004,13,1,0,58,471,625,797,14,529,1422,529,1422,0.8666666666666667,0.06666666666666667,0.0,2.6830188679245284
Puducherry,Puducherry,605005,10,1,0,12,99,284,325,11,111,609,111,609,0.8333333333333334,0.08333333333333333,0.0,5.4375
Puducherry,Puducherry,605006,4,1,0,5,17,64,56,5,22,120,22,120,0.6666666666666666,0.16666666666666666,0.0,5.217391304347826
Puducherry,Puducherry,605007,30,0,0,28,154,823,818,30,182,1641,182,1641,0.967741935483871,0.0,0.0,8.967213114754099
